"","MassFeature","FinalBMIS","Orig_RSD","FinalRSD","runDate","type","SampID","replicate","Area.with.QC","MIS","Adjusted_Area","Run.Cmpd"
"1","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Full1",52100340,"Inj_vol",50764433.8461538,"180821_Poo_Day1and2Poo_Full1 (3-Carboxypropyl)trimethylammonium (TMAB)"
"2","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Full2",39581728,"Inj_vol",38566811.8974359,"180821_Poo_Day1and2Poo_Full2 (3-Carboxypropyl)trimethylammonium (TMAB)"
"3","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Full3",55869688,"Inj_vol",54437131.8974359,"180821_Poo_Day1and2Poo_Full3 (3-Carboxypropyl)trimethylammonium (TMAB)"
"4","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Full4",63632484,"Inj_vol",62000881.8461538,"180821_Poo_Day1and2Poo_Full4 (3-Carboxypropyl)trimethylammonium (TMAB)"
"5","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Full5",64080196,"Inj_vol",62437114.051282,"180821_Poo_Day1and2Poo_Full5 (3-Carboxypropyl)trimethylammonium (TMAB)"
"6","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Full6",68660816,"Inj_vol",66900282.2564103,"180821_Poo_Day1and2Poo_Full6 (3-Carboxypropyl)trimethylammonium (TMAB)"
"7","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half1",27779714,"Inj_vol",54134827.2820513,"180821_Poo_Day1and2Poo_Half1 (3-Carboxypropyl)trimethylammonium (TMAB)"
"8","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half2",21481762,"Inj_vol",41861895.1794872,"180821_Poo_Day1and2Poo_Half2 (3-Carboxypropyl)trimethylammonium (TMAB)"
"9","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half3",29578770,"Inj_vol",57640680,"180821_Poo_Day1and2Poo_Half3 (3-Carboxypropyl)trimethylammonium (TMAB)"
"10","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half4",32788278,"Inj_vol",63895105.8461538,"180821_Poo_Day1and2Poo_Half4 (3-Carboxypropyl)trimethylammonium (TMAB)"
"11","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half5",33387810,"Inj_vol",65063424.6153846,"180821_Poo_Day1and2Poo_Half5 (3-Carboxypropyl)trimethylammonium (TMAB)"
"12","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1and2Poo","Half6",34290664,"Inj_vol",66822832.4102564,"180821_Poo_Day1and2Poo_Half6 (3-Carboxypropyl)trimethylammonium (TMAB)"
"13","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1Poo","DDApos20",44911204,"Inj_vol",NA,"180821_Poo_Day1Poo_DDApos20 (3-Carboxypropyl)trimethylammonium (TMAB)"
"14","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1Poo","DDApos35.2",59183836,"Inj_vol",NA,"180821_Poo_Day1Poo_DDApos35.2 (3-Carboxypropyl)trimethylammonium (TMAB)"
"15","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","Day1Poo","DDApos50",55431032,"Inj_vol",NA,"180821_Poo_Day1Poo_DDApos50 (3-Carboxypropyl)trimethylammonium (TMAB)"
"16","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","1",64528140,"Inj_vol",62873572.3076923,"180821_Poo_MesoScopeQC_1 (3-Carboxypropyl)trimethylammonium (TMAB)"
"17","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","2",58741244,"Inj_vol",57235058.2564103,"180821_Poo_MesoScopeQC_2 (3-Carboxypropyl)trimethylammonium (TMAB)"
"18","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","3",71245528,"Inj_vol",69418719.5897436,"180821_Poo_MesoScopeQC_3 (3-Carboxypropyl)trimethylammonium (TMAB)"
"19","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","4",77414600,"Inj_vol",75429610.2564103,"180821_Poo_MesoScopeQC_4 (3-Carboxypropyl)trimethylammonium (TMAB)"
"20","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","5",79614896,"Inj_vol",77573488.4102564,"180821_Poo_MesoScopeQC_5 (3-Carboxypropyl)trimethylammonium (TMAB)"
"21","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Poo","MesoScopeQC","6",85573488,"Inj_vol",83379296,"180821_Poo_MesoScopeQC_6 (3-Carboxypropyl)trimethylammonium (TMAB)"
"22","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C215m","A",61451944,"Inj_vol",59876253.1282051,"180821_Smp_MS10C215m_A (3-Carboxypropyl)trimethylammonium (TMAB)"
"23","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C215m","B",133463936,"Inj_vol",130041783.794872,"180821_Smp_MS10C215m_B (3-Carboxypropyl)trimethylammonium (TMAB)"
"24","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C215m","C",114602896,"Inj_vol",111664360.205128,"180821_Smp_MS10C215m_C (3-Carboxypropyl)trimethylammonium (TMAB)"
"25","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2175m","A",23049640,"Inj_vol",22458623.5897436,"180821_Smp_MS10C2175m_A (3-Carboxypropyl)trimethylammonium (TMAB)"
"26","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2175m","B",25366008,"Inj_vol",24715597.5384615,"180821_Smp_MS10C2175m_B (3-Carboxypropyl)trimethylammonium (TMAB)"
"27","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2175m","C",27066974,"Inj_vol",26372949.025641,"180821_Smp_MS10C2175m_C (3-Carboxypropyl)trimethylammonium (TMAB)"
"28","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2DCM","A",61109464,"Inj_vol",59542554.6666667,"180821_Smp_MS10C2DCM_A (3-Carboxypropyl)trimethylammonium (TMAB)"
"29","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2DCM","B",87220024,"Inj_vol",84983613.1282051,"180821_Smp_MS10C2DCM_B (3-Carboxypropyl)trimethylammonium (TMAB)"
"30","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS10C2DCM","C",75355528,"Inj_vol",73423334.974359,"180821_Smp_MS10C2DCM_C (3-Carboxypropyl)trimethylammonium (TMAB)"
"31","(3-Carboxypropyl)trimethylammonium (TMAB)","Inj_vol",0.151516235495511,0.151516235495511,"180821","Smp","MS11C215m","A",119440864,"Inj_vol",116378277.74359,"180821_Smp_MS11C215m_A (3-Carboxypropyl)trimethylammonium (TMAB)"
